,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Anschlussleistung,Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Max,amenity=restaurant,amenity=place_of_worship,amenity=cafe,amenity=fast_food,amenity=vending_machine,amenity=bar,amenity=library,amenity=marketplace,amenity=theatre,amenity=ice_cream,amenity=cinema,amenity=bbq,amenity=arts_centre,amenity=nightclub,amenity=public_bookcase,amenity=internet_cafe,amenity=food_court,amenity=biergarten,amenity=brothel,amenity=pub,museum,tourism
18926,IONITY GmbH,Dammer Berge West,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.542307,8.113107,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18927,IONITY GmbH,Dammer Berge West,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.542307,8.113107,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18928,IONITY GmbH,Dammer Berge West,0,,49451,Holdorf,Niedersachsen,Landkreis Vechta,52.542307,8.113107,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18932,Shell Deutschland GmbH,Harmer Straße,45,,49456,Bakum,Niedersachsen,Landkreis Vechta,52.725908,8.178165,2021-04-27 00:00:00,350,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",175.0,,"DC Kupplung Combo, DC CHAdeMO",175.0,,,,,,,,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18943,BP Europa SE,Achimer Straße,4-4b,,27283,Verden a.d. Aller,Niedersachsen,Landkreis Verden,52.95015,9.23433,2021-10-06 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18944,BP Europa SE,Achimer Straße,4-4b,,27283,Verden a.d. Aller,Niedersachsen,Landkreis Verden,52.95015,9.23433,2021-10-06 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18947,EnBW mobility+ AG und Co.KG ,Goldbach Süd,0,BAB27,27299,Langenwedel,Niedersachsen,Landkreis Verden,52.9987060209445,9.18083011994168,2021-01-01 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18948,IONITY GmbH,Goldbach Nord,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,53.000606,9.179514,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18949,IONITY GmbH,Goldbach Nord,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,53.000606,9.179514,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18950,IONITY GmbH,Goldbach Nord,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,53.000606,9.179514,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18951,IONITY GmbH,Goldbach Nord,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,53.000606,9.179514,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18952,IONITY GmbH,Goldbach Süd,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,52.998531,9.181213,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18953,IONITY GmbH,Goldbach Süd,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,52.998531,9.181213,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18954,IONITY GmbH,Goldbach Süd,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,52.998531,9.181213,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18955,IONITY GmbH,Goldbach Süd,0,,27299,Langwedel,Niedersachsen,Landkreis Verden,52.998531,9.181213,2019-05-31 00:00:00,350,Schnellladeeinrichtung,1,DC Kupplung Combo,350.0,,,,,,,,,,,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18966,EWE Go GmbH,Margarete-Steiff-Allee,4,,28832,Achim,Niedersachsen,Landkreis Verden,53.018894607072,9.069020748138,2021-04-22 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19033,EnBW mobility+ AG und Co.KG ,Schweigerstr,13,,38302,Wolfenbüttel,Niedersachsen,Landkreis Wolfenbüttel,52.1670456,10.5722862,2021-06-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19034,EnBW mobility+ AG und Co.KG ,Schweigerstr. ,13,,38302,Wolfenbüttel,Niedersachsen,Landkreis Wolfenbüttel,52.1670427,10.5722474,2021-09-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19037,EWE Go GmbH,Gebrüder-Welger-Str.,3,,38304,Wolfenbüttel,Niedersachsen,Landkreis Wolfenbüttel,52.163499115152,10.521841406626,2021-11-29 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19060,EnBW mobility+ AG und Co.KG ,Schwietering,1,,46348,Raesfeld,Nordrhein-Westfalen,Kreis Borken,51.766894,6.850819,2021-09-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19061,EnBW mobility+ AG und Co.KG ,Schwietering,1,,46348,Raesfeld,Nordrhein-Westfalen,Kreis Borken,51.766894,6.850819,2021-09-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19128,BP Europa SE,Dekkers Waide,1,,46419,Isselburg,Nordrhein-Westfalen,Kreis Borken,51.818341,6.442688,2021-09-30 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19129,BP Europa SE,Dekkers Waide,1,,46419,Isselburg,Nordrhein-Westfalen,Kreis Borken,51.818341,6.442688,2021-09-30 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19130,BP Europa SE,Dekkers Waide,1,,46419,Isselburg,Nordrhein-Westfalen,Kreis Borken,51.818341,6.442688,2021-09-30 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19131,BP Europa SE,Dekkers Waide,1,,46419,Isselburg,Nordrhein-Westfalen,Kreis Borken,51.818341,6.442688,2021-09-30 00:00:00,300,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19132,EnBW mobility+ AG und Co.KG ,Maybachstraße,2,,48599,Gronau,Nordrhein-Westfalen,Kreis Borken,52.20221,7.06362,2021-12-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,EnBW mobility+ AG und Co.KG ,Düwing Dyk,1,,48683,Ahaus,Nordrhein-Westfalen,Kreis Borken,52.06971,6.98699,2021-05-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19215,EnBW mobility+ AG und Co.KG ,Linnertstr.,6,,48249,Dülmen,Nordrhein-Westfalen,Kreis Coesfeld,51.8143036923149,7.25749818070951,2021-07-01 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19269,EWE Go GmbH,Valve,50,,59348,Lüdinghausen,Nordrhein-Westfalen,Kreis Coesfeld,51.766927064929,7.45978116989135,2022-02-17 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19283,EnBW mobility+ AG und Co.KG ,Aachener Str.,44,,52349,Düren,Nordrhein-Westfalen,Kreis Düren,50.797392,6.476371,2021-06-30 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219
19284,EnBW mobility+ AG und Co.KG ,Aachener Str.,44,,52349,Düren,Nordrhein-Westfalen,Kreis Düren,50.797392,6.476371,2021-06-30 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219
19316,EnBW mobility+ AG und Co.KG ,Dürener Str.,176,,52372,Kreuzau,Nordrhein-Westfalen,Kreis Düren,50.754915,6.488485,2021-04-23 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19317,EnBW mobility+ AG und Co.KG ,Dürener Str.,176,,52372,Kreuzau,Nordrhein-Westfalen,Kreis Düren,50.754915,6.488485,2021-04-23 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19348,EnBW mobility+ AG und Co.KG ,Autobahn,0,BAB44,52428,Jülich,Nordrhein-Westfalen,Kreis Düren,50.9291834,6.3385009,2020-03-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19354,EnBW mobility+ AG und Co.KG ,Erkelenzer Str,9,,52441,Linnich,Nordrhein-Westfalen,Kreis Düren,50.982921,6.274625,2020-10-20 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19375,EnBW mobility+ AG und Co.KG ,Am Büchsenschütz,10,,45527,Hattingen,Nordrhein-Westfalen,Kreis Ennepe-Ruhr-Kreis,51.408083,7.195289,2021-05-14 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19387,EnBW mobility+ AG und Co.KG ,Neustraße,2,,58256,Ennepetal,Nordrhein-Westfalen,Kreis Ennepe-Ruhr-Kreis,51.2972590011722,7.35837143236218,2021-10-20 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19446,EnBW mobility+ AG und Co.KG ,Bochumer Str.,2,,58455,Witten,Nordrhein-Westfalen,Kreis Ennepe-Ruhr-Kreis,51.452224,7.323964,2020-09-11 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19449,ALDI SÜD,Stresemannstraße,3,,53879,Euskirchen,Nordrhein-Westfalen,Kreis Euskirchen,50.667139,6.806361,2022-02-02 00:00:00,150,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19455,Comfortcharge GmbH,In den Herrenbenden,27-29,,53879,Euskirchen,Nordrhein-Westfalen,Kreis Euskirchen,50.66545,6.79475,2019-03-12 00:00:00,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150.0,,AC Steckdose Typ 2,22.0,,AC Kupplung Typ 2,22.0,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19469,EnBW mobility+ AG und Co.KG ,Monzenbend ,3,,53894,Mechernich,Nordrhein-Westfalen,Kreis Euskirchen,50.61815,6.64965,2021-11-09 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19478,EnBW mobility+ AG und Co.KG ,Monzenbend ,3,,53895,Mechernich,Nordrhein-Westfalen,Kreis Euskirchen,50.61815,6.64965,2021-11-09 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19524,Pfalzwerke AG,Hans-Böckler-Straße,0,,33334,Gütersloh,Nordrhein-Westfalen,Kreis Gütersloh,51.883901,8.354353,2022-01-25 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19529,Mer Germany GmbH,Carl-Berstelsmann-Straße,255,1175,33335,Gütersloh,Nordrhein-Westfalen,Kreis Gütersloh,51.909993,8.4197738,2022-02-18 00:00:00,150,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19533,EnBW mobility+ AG und Co.KG ,Herzebrockerstr,25,,33378,Rheda-Wiedenbrück,Nordrhein-Westfalen,Kreis Gütersloh,51.5133,8.164706,2021-09-07 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19534,EnBW mobility+ AG und Co.KG ,Herzebrocker Straße,25,,33378,Rheda-Wiedenbrück,Nordrhein-Westfalen,Kreis Gütersloh,51.5133,8.164706,2021-09-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19540,EWE Go GmbH,Bielefelder Straße,57,,33378,Rheda-Wiedenbrück,Nordrhein-Westfalen,Kreis Gütersloh,51.843258330538,8.317583799362,2021-12-13 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19621,EnBW mobility+ AG und Co.KG ,Am Anger,43a,,36433,Gütersloh,Nordrhein-Westfalen,Kreis Gütersloh,51.900849,8.403486,2021-07-22 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19622,EnBW mobility+ AG und Co.KG ,Am Anger,43a,,36433,Gütersloh,Nordrhein-Westfalen,Kreis Gütersloh,51.900849,8.403486,2021-07-22 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19623,EnBW mobility+ AG und Co.KG ,Paul-Ruettchenstr.,54,,41812,Erkelenz,Nordrhein-Westfalen,Kreis Heinsberg,51.070052,6.302188,2021-04-20 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19624,EnBW mobility+ AG und Co.KG ,Paul-Ruettchenstr.,54,,41812,Erkelenz,Nordrhein-Westfalen,Kreis Heinsberg,51.070052,6.302188,2021-04-20 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19665,EnBW mobility+ AG und Co.KG ,Sittarder Straße,112,,52511,Geilenkirchen,Nordrhein-Westfalen,Kreis Heinsberg,50.972679,6.091914,2021-04-20 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19666,EnBW mobility+ AG und Co.KG ,Sittarder Straße,112,,52511,Geilenkirchen,Nordrhein-Westfalen,Kreis Heinsberg,50.972679,6.091914,2021-04-20 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19729,EnBW mobility+ AG und Co.KG ,Wilhelmstr.,61,,32257,Bünde,Nordrhein-Westfalen,Kreis Herford,52.197983,8.566716,2021-03-04 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19730,EnBW mobility+ AG und Co.KG ,Herforderstr,180,,32257,Bünde,Nordrhein-Westfalen,Kreis Herford,52.181558,8.606402,2021-07-27 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19731,EnBW mobility+ AG und Co.KG ,Herforderstr,180,,32257,Bünde,Nordrhein-Westfalen,Kreis Herford,52.181558,8.606402,2021-07-27 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19738,EWE Go GmbH,Blankensteinstraße,44,,32257,Bünde,Nordrhein-Westfalen,Kreis Herford,52.197506856994,8.567785620689,2020-12-17 00:00:00,156,Schnellladeeinrichtung,3,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,AC Steckdose Typ 2,22.0,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19745,Biogas Sunderhof GmbH & Co.KG,Sunderhofstr.,6,,32278,Kirchlengern,Nordrhein-Westfalen,Kreis Herford,52.248544,8.636766,2021-11-08 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19759,EnBW mobility+ AG und Co.KG ,Möhnestr,50,,50127,Brilon,Nordrhein-Westfalen,Kreis Hochsauerlandkreis,51.406458,8.57568,2020-05-18 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19765,EnBW mobility+ AG und Co.KG ,Wehrscheid ,24,,57392,Schmallenberg,Nordrhein-Westfalen,Kreis Hochsauerlandkreis,51.183925,8.319255,2021-09-15 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19766,EnBW mobility+ AG und Co.KG ,Wehrscheid ,24,,57392,Schmallenberg,Nordrhein-Westfalen,Kreis Hochsauerlandkreis,51.183925,8.319255,2021-09-15 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19991,Stadtwerke Goch GmbH,Gaesdoncker Strasse,220,,47574,Goch,Nordrhein-Westfalen,Kreis Kleve,51.65192,6.11928,2020-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19992,Stadtwerke Goch GmbH,Klever Straße,26-28,,47574,Goch,Nordrhein-Westfalen,Kreis Kleve,51.68537,6.15959,2020-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19993,Stadtwerke Goch GmbH,Am Bössershof,2,,47574,Goch,Nordrhein-Westfalen,Kreis Kleve,51.66566,6.17332,2020-10-29 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19994,EWE Go GmbH,Höster Weg,9,,47574,Goch,Nordrhein-Westfalen,Kreis Kleve,51.6698005396035,6.1712908780242,2022-01-06 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20109,EWE Go GmbH,Stauffenbergstraße,2,,32791,Lage,Nordrhein-Westfalen,Kreis Lippe,51.989848754796,8.78986716270447,2022-02-18 00:00:00,160,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129,EnBW mobility+ AG und Co.KG ,Hohe Steinert,6,,58509,Lüdenscheid,Nordrhein-Westfalen,Kreis Märkischer Kreis,51.2285276,7.6086333,2021-07-12 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130,EnBW mobility+ AG und Co.KG ,Hohe Steinert,6,,58509,Lüdenscheid,Nordrhein-Westfalen,Kreis Märkischer Kreis,51.2285276,7.6086333,2021-07-12 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20162,EnBW mobility+ AG und Co.KG ,An der A45,0,,58579,Schalksmühle,Nordrhein-Westfalen,Kreis Märkischer Kreis,51.2881034,7.569145,2020-03-30 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,"DC Kupplung Combo, DC CHAdeMO",300.0,,,,,,,,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20164,EnBW mobility+ AG und Co.KG ,Baarstr,114,,58636,Iserlohn,Nordrhein-Westfalen,Kreis Märkischer Kreis,51.23407,7.41361,2021-07-26 00:00:00,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150.0,,DC Kupplung Combo,150.0,,,,,,,,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20165,EnBW mobility+ AG und Co.KG ,Baarstr,114,,58636,Iserlohn,Nordrhein-Westfalen,Kreis Märkischer Kreis,51.23407,7.41361,2021-07-26 00:00:00,300,Schnellladeeinrichtung,2,DC Kupplung Combo,300.0,,DC Kupplung Combo,300.0,,,,,,,,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
